Nama,Wilayah,Kategori,Rating,Status,lat,lng
Nasi Goreng Cahaya Raihan,Kab. Bandung,Nasi Goreng,4.2,Buka,-7.0189720850621296,107.51952069188576
Pondok Nasi Goreng Cak Jali (Gofood),Kab. Bandung,Nasi Goreng,4.2,Buka,-7.035408456418099,107.53618350880626
Nasi Goreng mang Dadang,Kab. Bandung,Nasi Goreng,4.2,Buka,-7.018670061071244,107.5105869590316
Nasi Goreng TUISDA Tubagus Ismail,Kab. Bandung,Nasi Goreng,4.2,Buka,-7.010776741286646,107.53368871351357
Nasi Goreng Ghusti 69,Kab. Bandung,Nasi Goreng,4.2,Buka,-7.043459769996975,107.50441586514617
Nasi Goreng Aep's,Kab. Bandung,Nasi Goreng,4.2,Buka,-7.0223035601471855,107.51629454866564
Warung Bakmi Dago,Kab. Bandung,Bakmie,4.5,Buka,-7.006444404330542,107.53249234596622
Tsukamie Noodle Bar (NOT A RAMEN BAR),Kab. Bandung,Bakmie,4.5,Buka,-7.00697058327547,107.5041072530025
BAKMI Apih,Kab. Bandung,Bakmie,4.5,Buka,-7.020449899796533,107.5218568204924
Bakmie Khas Jaksel Bandung,Kab. Bandung,Bakmie,4.5,Buka,-7.044768378205408,107.50152045498889
Yong Bao House of DimSum,Kab. Bandung,Dimsum,4.9,Buka,-7.021740629727829,107.50926969456351
MY Dim Sum,Kab. Bandung,Dimsum,4.9,Buka,-7.007427638774364,107.52838786167378
Dish Dash Dimsum Bar,Kab. Bandung,Dimsum,4.9,Buka,-7.034219814794638,107.52694993993573
Dimsum eR.eN,Kab. Bandung,Dimsum,4.9,Buka,-7.01447397754062,107.53144118592293
Ngeunah Dimsum Cihampelas Bandung,Kab. Bandung,Dimsum,4.9,Buka,-7.027817636183942,107.52222717838963
All Nice Dimsum,Kab. Bandung,Dimsum,4.9,Buka,-7.007038491161246,107.53844298479169
Kedai Makan Tiga Paman,Kab. Bandung,Dimsum,4.9,Buka,-7.028645598902728,107.5095574166541
Lokal dimsum - Japati,Kab. Bandung,Dimsum,4.9,Buka,-7.033081344227689,107.52561394730306
Mie Ayam Bakso Mas Doyok,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.832814052688985,107.46516303466392
Mie Ayam & Baso Mas Wir,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.852825500081234,107.44957473584826
Bakso & Mie Ayam Goyang Lidah,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.844567646001473,107.42780222052652
Mie Ayam dan Bakso Paspud,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.859187313866959,107.43297852846227
Mie Ayam Baso Mas Yanto,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.844743259378457,107.44749910176661
Bakso & Mie Ayam Mas No 2,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.863175792920246,107.43891641397623
Mie Ayam Bakso Gajah Mungkur 2,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.85454091569025,107.44540758393181
Mie Bakso Mas Parto,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.840860515942669,107.45625086314743
MIE BAKSO & MIE AYAM MAS IPIN SOLO,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.853038373707626,107.45127496720274
Bakso & Mie Ayam Gembira,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.842726019738414,107.46179000413254
Mie Ayam dan Bakso Sahabat Trisno Wonogiri,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.852229567523194,107.46648389563393
Mie baso tulang Iga C 30,Kab. Bandung Barat,Bakso dan Mie Ayam,4.6,Buka,-6.830572892546262,107.46189775429313
Ayam Panggang Magetan,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.835747521302431,107.42955618617046
Ayam Bakar Serbu,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.839596608393062,107.44172623786902
Ayam Bakar & Goreng Jembatan Sindang Sirna,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.848196603785171,107.46749935820877
Nasi Uduk Ayam Bakar 86,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.841382257417656,107.4644397178632
Ayam Cola Kabita HC,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.8401198783929225,107.4563465328706
Ayam Goreng Suniaraja,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.844918803499153,107.45781068406001
Ayam bakar purbalingga,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.84499073947674,107.4595988287221
Ayam Bakar dan Goreng Simpang Siliwangi,Kab. Bandung Barat,Ayam Bakar,4.5,Buka,-6.832783184136175,107.44000117498004
pecel lele cilame,Kab. Bandung Barat,Pecel Lele,4.6,Buka,-6.825760953667727,107.45547533241955
Pecel Lele berkah Podomoro,Kab. Bandung Barat,Pecel Lele,4.6,Buka,-6.832202410770715,107.45275093904804
Seafood Pecel Lele 68 Si Kembar,Kab. Bandung Barat,Pecel Lele,4.6,Buka,-6.830422308250462,107.44572740513259
pecel lele dan ayam,Kab. Bandung Barat,Pecel Lele,4.6,Buka,-6.861502008472396,107.45400878061365
Seafood Pecel Lele Jaya Raya,Kab. Bandung Barat,Pecel Lele,4.6,Buka,-6.846940289203499,107.4312214726765
Nasi Uduk & Pecel Lele Azka,Kab. Bandung Barat,Pecel Lele,4.6,Buka,-6.8423821171659815,107.45123280493915
Sate Madura Mas Udi,Kab. Bandung Barat,Sate,4.5,Buka,-6.831069568520296,107.44804055764958
Sate Maranggi Khas Plered,Kab. Bandung Barat,Sate,4.5,Buka,-6.839968130684359,107.44543102169449
"Sate Maranggi Kang Chiko Cimareme, padalarang",Kab. Bandung Barat,Sate,4.5,Buka,-6.863617164113085,107.43742310291093
Sate Kambing Muda Khas Tegal Hj Muthmainnah,Kab. Bandung Barat,Sate,4.5,Buka,-6.861857579270837,107.45747379195761
Sate Barokah Asin pedas Depan Pancanaka Orchid Hill,Kab. Bandung Barat,Sate,4.5,Buka,-6.855650417614312,107.43214231316031
Nasi Padang,Kab. Bandung Barat,Nasi Padang,4.7,Buka,-6.845894307543314,107.45207915930098
RM. Kiambang Raya,Kab. Bandung Barat,Nasi Padang,4.7,Buka,-6.849582787073819,107.4660307597549
Rumah Makan Soto Bandung Spesial 'Aa Teteh',Kab. Bandung Barat,Soto,4.6,Buka,-6.835326445594618,107.43225701224355
Sotoshop Bungur,Kab. Bandung Barat,Soto,4.6,Buka,-6.857474948395783,107.42949711825601
Nasi Goreng Jasun,Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.8477107128618435,107.42879227016032
Nasi Goreng Pacitan Spesial Mas Radi,Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.835825687728409,107.43973860881553
Nasi Goreng Padasuka,Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.859907751920425,107.43180395023275
Nasi Goreng Padang ALFANDRA,Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.843495280435435,107.46593428448344
Nasi Goreng Si Akang ( Depan Toko Emas Dewi),Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.849551462868328,107.43496341272437
Kedai Si Om (Nasi Goreng & Ayam Penyet),Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.85432923661056,107.42833705276337
Nasi goreng super pedas,Kab. Bandung Barat,Nasi Goreng,4.4,Buka,-6.857167897636493,107.44658031558303
Bakmi GM Cihampelas Walk,Kab. Bandung Barat,Bakmie,4.5,Buka,-6.8433488021396025,107.45721158812786
Dapur EMuHa & Bakmie,Kab. Bandung Barat,Bakmie,4.5,Buka,-6.833719936150781,107.45560587197026
Bakmi Bang Jo Permata Cimahi,Kab. Bandung Barat,Bakmie,4.5,Buka,-6.848069842069115,107.4637648583773
Bakmie Ganyang,Kab. Bandung Barat,Bakmie,4.5,Buka,-6.836100021944703,107.43335926343707
Bakmi Parahyangan,Kab. Bandung Barat,Bakmie,4.5,Buka,-6.830188838666656,107.42995740098975
"Bakmi Tando 07, Tanimulya",Kab. Bandung Barat,Bakmie,4.5,Buka,-6.844657465244758,107.43488085243828
BAKMI JOGJA PASAR CISANGKUY,Kab. Bandung Barat,Bakmie,4.5,Buka,-6.846677561823036,107.45915160156653
Cheer Dimsum Sukagalih 2,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.846818720610827,107.42902879991973
DIMSUM JOS PREMIUM,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.849949042808891,107.45115854132183
King Yum Dimsum,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.826422363227546,107.43602657796406
Dimsum nagihkhadieu,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.826519613950984,107.43684734710375
Pabrik Dimsum Bandung,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.8444357959741975,107.43059234636814
"Aloka Kitchen - Sushi, Dimsum, Beverage",Kab. Bandung Barat,Dimsum,4.9,Buka,-6.838037345196478,107.43197204889243
DIMSUM ZEVANYA,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.851920011127498,107.44259039026596
Dimsum mitoha,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.849157276225361,107.42880462793276
Alrendra Dimsum,Kab. Bandung Barat,Dimsum,4.9,Buka,-6.849689204592729,107.46559998381616
Mie Ayam Bakso Bangka AL,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.581564058448033,106.82454173511421
Mie Ayam Bakso Sido Mampir H.Ngatimin,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.60485328454308,106.82207929436196
Mie Ayam Bakso Apollo,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.606772050962041,106.81784803426262
Mie Ayam Bakso Mas Joko,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.588817503168914,106.81439525691573
Mie Ayam Bakso Gatot Kaca,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.6156283415301775,106.80703620940548
Mie Ayam Bakso Sami Raos,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.596790251292215,106.81660545585784
Bakso & Mie ayam pak h.mien,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.583448223054548,106.80015743916063
Mie Bakso Pak Mien,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.600556797213373,106.7963357549738
Mie Ayam Bakso Sido Mampir H Ngatimin 2 Tajur,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.609928340964596,106.78605597612766
Mie Ayam Bangkalan,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.5794457925492384,106.80884625911956
Mie Baso Ayam Jamur Gaya Tunggal,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.5970364832419905,106.7897952686361
Mie Ayam Bakso HERMAN,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.592430851944683,106.78743118847987
Mie Ayam Bakso Mancur,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.608438962682863,106.78821429037413
Mie Ayam Yamin Arzimar,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.586126052308228,106.82098973037891
Yung Bangka Es,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.589361588050198,106.81182340591063
Mie Ayam Bakso & Martabak AA,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.614593900692469,106.78789339007326
Mie Ayam Baso Mas Ari,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.581430163074578,106.78637332630507
Mie Ayam Baso Dan Martabak AA,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.601187632597723,106.82016102668958
Mie Ayam Baso PMI Sempur (Cab. Indraprasta),Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.61066781690716,106.80132518000185
"Mie Ayam Ojo Dumeh ""Mas Endhut""",Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.599805580028682,106.8053099431609
Mie Ayam Bakso Pak Lesus Pangkalan Kampus Dalam,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.601030243649549,106.80837793808847
Mie Ayam bakso Parimin,Kota Bogor,Bakso dan Mie Ayam,4.4,Buka,-6.577442357404493,106.81544963196072
Saung Abah Ayam Bakar Bambu Bogor,Kota Bogor,Ayam Bakar,4.6,Buka,-6.610628493969967,106.7974371175916
Ayam bakar pak toha,Kota Bogor,Ayam Bakar,4.6,Buka,-6.584578684957976,106.8066005982429
Ayam Bakar Abah Pardi dan Sate Mang Eman,Kota Bogor,Ayam Bakar,4.6,Buka,-6.614741674911714,106.80725812706692
Ayam Bakar Mas Erwin Bogor,Kota Bogor,Ayam Bakar,4.6,Buka,-6.606243633225576,106.81576901916554
Ayam Bakar Hamami_Malabar,Kota Bogor,Ayam Bakar,4.6,Buka,-6.61072649530828,106.82540144233984
Ayam Bakar Pak Karim Special Ayam Kampung,Kota Bogor,Ayam Bakar,4.6,Buka,-6.603220542719219,106.80410978612903
Ayam Bakar Raden,Kota Bogor,Ayam Bakar,4.6,Buka,-6.616988612081966,106.82540397244934
𝗔𝘆𝗮𝗺 𝗕𝗮𝗸𝗮𝗿 𝗠𝗮𝗻𝗮𝗴𝗲𝗿 -Cilebut Barat,Kota Bogor,Ayam Bakar,4.6,Buka,-6.6074324190012605,106.81915204915259
Ayam Goreng Ardhita,Kota Bogor,Ayam Bakar,4.6,Buka,-6.613093949862217,106.79377346913799
Ayam Goreng & Bakar (Asli Sukabumi),Kota Bogor,Ayam Bakar,4.6,Buka,-6.5777544129112355,106.81516728074268
Ayam Bakar Juned,Kota Bogor,Ayam Bakar,4.6,Buka,-6.585878484097658,106.80160583378562
Ayam Bakar Raden Ciomas,Kota Bogor,Ayam Bakar,4.6,Buka,-6.5844699529224355,106.79215460681012
Ayam Bakar Pak Atok Bakom,Kota Bogor,Ayam Bakar,4.6,Buka,-6.610530919278263,106.80351739645795
Ayam Bakar Hamami Bogor Selatan,Kota Bogor,Ayam Bakar,4.6,Buka,-6.592574637036381,106.81881980734298
Ayam Bakar Mafia Tasik - Bogor,Kota Bogor,Ayam Bakar,4.6,Buka,-6.613513346182707,106.8182120418264
Ayam Bakar Ponorogo,Kota Bogor,Ayam Bakar,4.6,Buka,-6.579451546485777,106.79381857528293
Ayam Goreng Ema Itjih - Pakuan,Kota Bogor,Ayam Bakar,4.6,Buka,-6.583595575758833,106.79550394227095
AYAM BAKAR & GORENG BROTHERS,Kota Bogor,Ayam Bakar,4.6,Buka,-6.602519229398866,106.80918810128759
"PECEL LELE ""La JAYA"" LOJI-BOGOR",Kota Bogor,Pecel Lele,4.7,Buka,-6.606028943681373,106.82364047449845
Pecel lele bonex 69,Kota Bogor,Pecel Lele,4.7,Buka,-6.608360728116337,106.79984921194233
Pecel Lele Air Mancur,Kota Bogor,Pecel Lele,4.7,Buka,-6.585047169980542,106.80552860542879
Pecel Lele Gang Dolly,Kota Bogor,Pecel Lele,4.7,Buka,-6.593121344915149,106.81798225576834
PECEL LELE 74 MAS IYAS,Kota Bogor,Pecel Lele,4.7,Buka,-6.607887241960362,106.80450760076792
Pecel Lele Markonah Sambel Samex,Kota Bogor,Pecel Lele,4.7,Buka,-6.613666726918742,106.8213396840677
Pecel Lele Lamongan Cak To Parto,Kota Bogor,Pecel Lele,4.7,Buka,-6.589671993444194,106.80788543637561
Pecel lele nasi uduk mas Wawan 28 simpang pintu kereta kebon pedes,Kota Bogor,Pecel Lele,4.7,Buka,-6.604334951319483,106.80595964104228
Pecel Lele Pondok Gunadarma,Kota Bogor,Pecel Lele,4.7,Buka,-6.5859028509156445,106.8147792439038
Pecel Lele 212 Goreng Mewek,Kota Bogor,Pecel Lele,4.7,Buka,-6.612340905764564,106.79237199141255
Pecel lele pak nardi,Kota Bogor,Pecel Lele,4.7,Buka,-6.608664637491467,106.81355526199133
Pecel Lele Putra Sumatera,Kota Bogor,Pecel Lele,4.7,Buka,-6.590975349936895,106.78765875708982
Pecel Lele Pak Slamet,Kota Bogor,Pecel Lele,4.7,Buka,-6.612335962851422,106.81108161177227
Pecel lele,Kota Bogor,Pecel Lele,4.7,Buka,-6.587424130843108,106.81563603678661
Pecel Lele Mas Gondrong,Kota Bogor,Pecel Lele,4.7,Buka,-6.595590877514776,106.82196090802704
Pecel Lele RDR,Kota Bogor,Pecel Lele,4.7,Buka,-6.59143524515042,106.82213780858125
PECEL LELE MENU IDOLA,Kota Bogor,Pecel Lele,4.7,Buka,-6.594022776513026,106.78783820274487
Pecel Lele dan ayam kremes dfaaza18,Kota Bogor,Pecel Lele,4.7,Buka,-6.59863657556105,106.81786517423375
Pecel Lele Mbak Irah,Kota Bogor,Pecel Lele,4.7,Buka,-6.60805763016687,106.79764772590957
Pecel Lele Air Mancur 3,Kota Bogor,Pecel Lele,4.7,Buka,-6.614013077723923,106.79099370781023
Pecel Lele Arsola Jaya,Kota Bogor,Pecel Lele,4.7,Buka,-6.60922494941327,106.80543526684221
Pecel Lele N Ayam Vinchy,Kota Bogor,Pecel Lele,4.7,Buka,-6.613457886992019,106.7977493120253
Pecel Lele IRUL 37,Kota Bogor,Pecel Lele,4.7,Buka,-6.603146010641121,106.82313093861215
Warung Sate H. Ismail Taman Kencana,Kota Bogor,Sate,4.6,Buka,-6.603835077176041,106.82116048883184
Sop Kaki & Sate Kambing Bang Hasan Kumis,Kota Bogor,Sate,4.6,Buka,-6.606070174365743,106.80540168853531
Sate Maranggi Babap Bogor,Kota Bogor,Sate,4.6,Buka,-6.595277270282791,106.80952013772095
SATE TEGAL LAKA LAKA - JL PANDU RAYA,Kota Bogor,Sate,4.6,Buka,-6.5956279247903025,106.8155918628557
Sate Maranggi SN4444 - Tajur,Kota Bogor,Sate,4.6,Buka,-6.588917739593112,106.8007417051289
SATE KAMBING PUTRI HANJAWAR JUARA,Kota Bogor,Sate,4.6,Buka,-6.609223857702507,106.79912646617014
Sate Tegal Laka-laka Jl Sholeh Iskandar,Kota Bogor,Sate,4.6,Buka,-6.615087178152703,106.82059266225433
Sate Maranggi 72,Kota Bogor,Sate,4.6,Buka,-6.602655530921815,106.8219558547621
Warung Sate H Enoh,Kota Bogor,Sate,4.6,Buka,-6.585686659817174,106.79530240284963
Sate Kambing Pak Rebing,Kota Bogor,Sate,4.6,Buka,-6.604252375939067,106.80616850307374
SATE SOTO PADANG AIR MANCUR,Kota Bogor,Sate,4.6,Buka,-6.599228739385997,106.78935269595351
SATE TJAP MANTAP,Kota Bogor,Sate,4.6,Buka,-6.585542957251654,106.79404986961075
Penggemar Sate Kiloan PSK Sentul,Kota Bogor,Sate,4.6,Buka,-6.582863347755493,106.82515769229936
Warung Sate Shinta,Kota Bogor,Sate,4.6,Buka,-6.6151959075309446,106.81106503579387
Sate Padang 'Ajo Soldi',Kota Bogor,Sate,4.6,Buka,-6.588550995795262,106.79538399075604
Sate Taichan Bengawan Bogor,Kota Bogor,Sate,4.6,Buka,-6.600465128446182,106.80353282689997
Sate Maranggi SN 4444,Kota Bogor,Sate,4.6,Buka,-6.6040757565336605,106.82088343504434
"Sate tongseng khas solo ""HS"" tajur",Kota Bogor,Sate,4.6,Buka,-6.59856007717364,106.80657460325541
Sate Madura Wates,Kota Bogor,Sate,4.6,Buka,-6.61196624055054,106.82143536804527
Sate Pamoyanan,Kota Bogor,Sate,4.6,Buka,-6.589676816389347,106.79348543758456
"Sate ""SIGONDRONG""",Kota Bogor,Sate,4.6,Buka,-6.611322975046607,106.79228860331357
Sate Gate,Kota Bogor,Sate,4.6,Buka,-6.579023300978266,106.78873434972162
Restoran Trio Masakan Padang Pajajaran (Samping Azra),Kota Bogor,Nasi Padang,4.6,Buka,-6.580443597162016,106.79071298889427
Restoran Saiyo Masakan Padang,Kota Bogor,Nasi Padang,4.6,Buka,-6.579693417490038,106.81748596351217
Pagi Sore Bogor,Kota Bogor,Nasi Padang,4.6,Buka,-6.5929253103636745,106.79730910810756
RM. Padang Amirah Jaya (Cabang Pusat),Kota Bogor,Nasi Padang,4.6,Buka,-6.602754285022601,106.81970922589345
RM Padang Pagi Sore,Kota Bogor,Nasi Padang,4.6,Buka,-6.604859668091331,106.78670300957289
LAPAK BUNDO - RESTO PADANG,Kota Bogor,Nasi Padang,4.6,Buka,-6.614250736030965,106.81143173595815
"RM Payakumbuah, Pajajaran Bogor",Kota Bogor,Nasi Padang,4.6,Buka,-6.5777523012327475,106.82264338651893
RM. Lembah Anai,Kota Bogor,Nasi Padang,4.6,Buka,-6.582455136065551,106.79894380189694
Nasi Padang Nikmat Raso,Kota Bogor,Nasi Padang,4.6,Buka,-6.58586706574879,106.82321267311418
Restoran Rumah Gadang,Kota Bogor,Nasi Padang,4.6,Buka,-6.608192974364898,106.80512040654229
RM. UNI PIAMAN LAWEH,Kota Bogor,Nasi Padang,4.6,Buka,-6.606766998883117,106.7900386533473
Minang Raya,Kota Bogor,Nasi Padang,4.6,Buka,-6.592611409443215,106.81281750832134
Nasi Padang Lapau Bundo Cabang Utama Bukittinggi,Kota Bogor,Nasi Padang,4.6,Buka,-6.612624397378015,106.78916365984074
RM. Yasmin Raya 2,Kota Bogor,Nasi Padang,4.6,Buka,-6.5865108478899215,106.82328699308357
RM. Aspina Masakan Padang,Kota Bogor,Nasi Padang,4.6,Buka,-6.59537557264555,106.80584969318829
Lapak Bundo Masakan Padang,Kota Bogor,Nasi Padang,4.6,Buka,-6.599870352635375,106.79446832601293
Rumah Makan Minang Raya Pakuan,Kota Bogor,Nasi Padang,4.6,Buka,-6.5879350865192485,106.80989812777345
RM AGAM (Masakan Padang ),Kota Bogor,Nasi Padang,4.6,Buka,-6.587017390075468,106.7874288476125
Trio Nasi Padang - Tegallega,Kota Bogor,Nasi Padang,4.6,Buka,-6.607575975245911,106.79247161365132
RM Padang Lembah Anai Tajur,Kota Bogor,Nasi Padang,4.6,Buka,-6.589783386233623,106.8183319700625
RM. Minang Family,Kota Bogor,Nasi Padang,4.6,Buka,-6.596133358584533,106.81997046245792
Nasi Padang Harapan,Kota Bogor,Nasi Padang,4.6,Buka,-6.595464879967086,106.78790844719624
Rumah Makan Padang Meriah,Kota Bogor,Nasi Padang,4.6,Buka,-6.580449069419475,106.80202441898233
Kedai Soto Ibu Rahayu,Kota Bogor,Soto,4.4,Buka,-6.578923462977297,106.81694135876427
Soto Mie Bogor Akang Alfa,Kota Bogor,Soto,4.4,Buka,-6.613657087354734,106.78814276399028
"Soto Mie ""Agih"" Bogor",Kota Bogor,Soto,4.4,Buka,-6.584543940284508,106.80813250323773
Soto Pak Salam Bogor,Kota Bogor,Soto,4.4,Buka,-6.610851035105203,106.78835889744268
Soto Rahayu Mulia,Kota Bogor,Soto,4.4,Buka,-6.613037085757762,106.7919268038906
SOTO BOGOR LEGENDARIS,Kota Bogor,Soto,4.4,Buka,-6.596512773031975,106.80123102755036
Soto Kuning PAK YUSUP pake P ASLI,Kota Bogor,Soto,4.4,Buka,-6.582501627741778,106.82296831768295
Soto Mie Mang Ohim,Kota Bogor,Soto,4.4,Buka,-6.612228412017739,106.81026497193125
Soto Kuning M. Yusuf,Kota Bogor,Soto,4.4,Buka,-6.605560609997457,106.81852147078315
Spesial Soto Boyolali Hj. Hesti Widodo Cab Bogor,Kota Bogor,Soto,4.4,Buka,-6.579022879217907,106.81032945663134
Soto Kuning Aa Adam,Kota Bogor,Soto,4.4,Buka,-6.594291772325515,106.78781014089779
Soto Mie Pak Kumis,Kota Bogor,Soto,4.4,Buka,-6.598446558445753,106.81870878670992
Soto mie khas Bogor Pak Jejen,Kota Bogor,Soto,4.4,Buka,-6.585150804650285,106.80058985541778
Soto Santan Jembatan Goyang MANG EMAN Kumis,Kota Bogor,Soto,4.4,Buka,-6.588007203605073,106.8232193139943
Soto Mie Bogor Super Soto,Kota Bogor,Soto,4.4,Buka,-6.5900390862962475,106.82370986847674
Soto Kuning Bogor H. Faruq,Kota Bogor,Soto,4.4,Buka,-6.604803953452141,106.80621253848645
Soto Daging Mang Bonin,Kota Bogor,Soto,4.4,Buka,-6.579204420749103,106.7924471645521
SOTO H.Djaja,Kota Bogor,Soto,4.4,Buka,-6.589761221914041,106.79539407411062
Soto Kang Ismet,Kota Bogor,Soto,4.4,Buka,-6.580893415934344,106.78896809434413
Soto Mie Bogor Baru Mang Bule,Kota Bogor,Soto,4.4,Buka,-6.5873062045839905,106.79778906101066
Soto Bogor Hj Eni,Kota Bogor,Soto,4.4,Buka,-6.601958935967769,106.8147128839273
SOTO KHAS BOGOR MAS UNTUNG,Kota Bogor,Soto,4.4,Buka,-6.595276266185241,106.81945539696312
Soto Bening Pak Aip ( Endil ),Kota Bogor,Soto,4.4,Buka,-6.6162567332463365,106.81998995893606
Nasi Goreng Pete Guan Tjo,Kota Bogor,Nasi Goreng,4.6,Buka,-6.586419763192018,106.81669009370735
NASI GORENG MAS BON,Kota Bogor,Nasi Goreng,4.6,Buka,-6.5898569999853285,106.81582600133521
Nasi & Mie Goreng Berkah Bu Gimin,Kota Bogor,Nasi Goreng,4.6,Buka,-6.591124343200131,106.82216287084049
Nasi Goreng Budhe,Kota Bogor,Nasi Goreng,4.6,Buka,-6.600889798450731,106.79252855680008
Nasi Goreng Pak Yono,Kota Bogor,Nasi Goreng,4.6,Buka,-6.610770661742608,106.80983415236614
Nasi Goreng Kumis,Kota Bogor,Nasi Goreng,4.6,Buka,-6.589341469990032,106.82407757395988
Nasi Goreng & Mie Tek Tek Awet Muda,Kota Bogor,Nasi Goreng,4.6,Buka,-6.607522793488293,106.79967352822364
Nasi Goreng Ono 186,Kota Bogor,Nasi Goreng,4.6,Buka,-6.60994299813073,106.82343967095456
Nasi Goreng Udin,Kota Bogor,Nasi Goreng,4.6,Buka,-6.6115522100060495,106.79727846768972
Nasi Goreng Tiarbah Bogor,Kota Bogor,Nasi Goreng,4.6,Buka,-6.617069997932193,106.79061616594939
Nasigoreng Spesial Inyonge,Kota Bogor,Nasi Goreng,4.6,Buka,-6.594503217530212,106.7911826478339
Nasi Goreng Mas Opang,Kota Bogor,Nasi Goreng,4.6,Buka,-6.595263000310193,106.81955886225076
NASI GORENG SPESIAL ( MAS M. QODIR ),Kota Bogor,Nasi Goreng,4.6,Buka,-6.5845434087213714,106.8113365832921
BAKMI TJOI - Bogor,Kota Bogor,Bakmie,4.1,Buka,-6.607295498707747,106.79117190435646
Bakmi Kane,Kota Bogor,Bakmie,4.1,Buka,-6.584143041226935,106.80822083166197
SEDJUK BAKMI & KOPI BOGOR,Kota Bogor,Bakmie,4.1,Buka,-6.5873560308373635,106.8051398619229
Bakmi Hao Peng 111,Kota Bogor,Bakmie,4.1,Buka,-6.594879186188702,106.82380368375487
Bakmi Jowo Semar Bogor,Kota Bogor,Bakmie,4.1,Buka,-6.577700905962873,106.81230133831151
Bakmie OK & Chinese Food,Kota Bogor,Bakmie,4.1,Buka,-6.5896971112205724,106.81978365321004
Bakmi Afong,Kota Bogor,Bakmie,4.1,Buka,-6.603235480055515,106.79790489074288
"Bakmi Dayum, Bogor",Kota Bogor,Bakmie,4.1,Buka,-6.59924520794965,106.79293481413625
Bakmi Kane Binamarga,Kota Bogor,Bakmie,4.1,Buka,-6.599134445364655,106.8141481855435
BAKMI JAWA PAK OEI,Kota Bogor,Bakmie,4.1,Buka,-6.593350286595075,106.79546725248602
Bakmi Jawa Dea,Kota Bogor,Bakmie,4.1,Buka,-6.596992668281844,106.80872422023262
Mie Gacoan Bogor,Kota Bogor,Bakmie,4.1,Buka,-6.592613819061641,106.80751802607797
Bakmi Jawa dan Nasi Goreng Mas Wahyu,Kota Bogor,Bakmie,4.1,Buka,-6.600278305990496,106.82532005876313
